sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,6,0,42,-1,-1,43
10,2410,2431,4,37,46,-1,-1,46
20,2375,1521,3,20,25,-1,-1,25
30,2414,995,2,12,17,-1,-1,17
40,2454,785,1,10,13,-1,-1,13
50,2500,663,1,8,10,-1,-1,11
60,2521,644,2,8,29,-1,-1,30
70,2599,952,1,13,15,-1,-1,16
80,2691,771,1,10,13,-1,-1,13
90,2741,666,1,8,12,-1,-1,12
100,2805,618,3,8,61,-1,-1,62
110,2853,583,2,8,10,-1,-1,10
120,2883,576,2,7,29,-1,-1,30
130,2924,947,2,13,16,-1,-1,17
140,2983,770,2,10,14,-1,-1,14
150,3038,680,2,9,13,-1,-1,13
160,3106,632,2,9,11,-1,-1,11
170,3147,612,2,8,11,-1,-1,11
180,3156,592,4,8,32,-1,-1,32
190,3174,1000,2,15,18,-1,-1,18
200,3213,852,4,12,66,-1,-1,66
210,3231,770,2,10,14,-1,-1,14
220,3254,728,2,10,13,-1,-1,13
230,3277,696,2,10,13,-1,-1,13
240,3304,674,2,9,35,-1,-1,35
250,3322,1119,2,17,21,-1,-1,21
260,3372,957,2,14,18,-1,-1,19
270,3382,866,1,13,16,-1,-1,16
280,3440,811,2,12,16,-1,-1,16
290,3430,775,2,11,15,-1,-1,15
300,3449,754,2,11,86,-1,-1,86
310,3435,1257,2,20,24,-1,-1,24
320,3452,1057,2,16,21,-1,-1,21
330,3466,947,2,14,18,-1,-1,18
340,3481,901,2,14,17,-1,-1,17
350,3506,853,3,13,17,-1,-1,17
360,3528,824,2,12,42,-1,-1,42
370,3511,1345,3,22,27,-1,-1,27
380,3492,1145,2,18,23,-1,-1,23
390,3476,1043,2,17,20,-1,-1,20
400,3499,989,2,16,66,-1,-1,66
410,3480,935,2,14,18,-1,-1,18
420,3480,918,2,15,46,-1,-1,46
430,3454,1496,2,25,30,-1,-1,30
440,3457,1270,2,21,26,-1,-1,26
450,3459,1160,2,19,23,-1,-1,23
460,3476,1094,2,18,22,-1,-1,22
470,3440,1048,2,16,21,-1,-1,21
480,3396,1025,2,16,50,-1,-1,50
490,3354,1640,3,29,33,-1,-1,33
500,3345,1380,3,23,69,-1,-1,69
510,3308,1257,2,20,25,-1,-1,25
520,3321,1189,2,19,24,-1,-1,24
530,3358,1117,2,18,22,-1,-1,22
540,3314,1084,2,17,53,-1,-1,53
550,3275,1743,2,30,36,-1,-1,36
560,3232,1468,2,24,30,-1,-1,30
570,3211,1339,2,22,27,-1,-1,27
580,3203,1243,2,20,24,-1,-1,24
590,3182,1177,2,19,23,-1,-1,23
600,3149,1141,3,18,98,-1,-1,98
610,3104,1814,2,32,37,-1,-1,37
620,3082,1550,2,25,31,-1,-1,31
630,3079,1407,2,23,28,-1,-1,28
640,3090,1325,2,21,26,-1,-1,26
650,3049,1237,2,20,23,-1,-1,23
660,3043,1198,2,19,57,-1,-1,57
670,2992,1896,2,34,40,-1,-1,40
680,3001,1614,2,27,33,-1,-1,33
690,2961,1465,2,26,30,-1,-1,30
700,2929,1377,2,22,72,-1,-1,72
710,2929,1281,2,21,24,-1,-1,24
720,2922,1247,2,20,58,-1,-1,58
730,2828,1969,3,35,41,-1,-1,41
740,2830,1675,2,28,34,-1,-1,34
750,2794,1528,2,25,30,-1,-1,30
760,2747,1432,2,24,28,-1,-1,28
770,2678,1334,2,21,26,-1,-1,26
780,2653,1295,2,21,60,-1,-1,60
790,2582,2020,3,36,43,-1,-1,43
800,2550,1712,2,29,75,-1,-1,75
810,2489,1556,1,26,30,-1,-1,30
820,2483,1478,2,24,28,-1,-1,28
830,2477,1392,2,22,26,-1,-1,26
840,2481,1354,2,21,61,-1,-1,61
850,2439,2111,2,38,44,-1,-1,44
860,2401,1801,2,30,36,-1,-1,37
870,2360,1643,2,28,33,-1,-1,33
880,2355,1547,2,25,30,-1,-1,30
890,2332,1457,2,23,27,-1,-1,27
900,2344,1408,2,22,108,-1,-1,108
910,2261,2180,2,39,45,-1,-1,45
920,2213,1844,2,31,37,-1,-1,37
930,2227,1706,2,28,34,-1,-1,34
940,2209,1632,2,26,32,-1,-1,32
950,2208,1518,2,24,28,-1,-1,28
960,2184,1475,2,23,66,-1,-1,66
970,2120,2254,2,40,47,-1,-1,47
980,2104,1938,2,34,39,-1,-1,39
990,2057,1768,3,29,34,-1,-1,34
1000,2055,1665,2,27,72,-1,-1,72
1010,2042,1558,2,25,29,-1,-1,29
1020,2032,1496,2,23,66,-1,-1,66
1030,1986,2249,2,39,46,-1,-1,46
1040,1967,1924,2,32,38,-1,-1,38
1050,1963,1778,2,29,35,-1,-1,35
1060,1944,1660,2,27,31,-1,-1,31
1070,1952,1528,2,25,29,-1,-1,29
1080,1931,1488,2,23,65,-1,-1,66
1090,1909,2263,2,40,46,-1,-1,46
1100,1907,1924,2,32,81,-1,-1,81
1110,1885,1776,2,29,34,-1,-1,34
1120,1887,1654,2,26,31,-1,-1,31
