sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,4,0,49,-1,-1,53
10,2344,2441,6,36,45,-1,-1,46
20,2273,1547,3,20,26,-1,-1,26
30,2290,1020,3,13,17,-1,-1,17
40,2328,798,2,9,12,-1,-1,13
50,2400,654,2,7,11,-1,-1,11
60,2415,635,3,8,31,-1,-1,31
70,2419,961,3,12,16,-1,-1,17
80,2476,796,1,10,12,-1,-1,12
90,2547,693,2,8,12,-1,-1,12
100,2549,656,1,9,64,-1,-1,65
110,2616,615,2,8,10,-1,-1,11
120,2688,605,4,8,32,-1,-1,32
130,2747,989,2,13,17,-1,-1,17
140,2781,813,2,10,14,-1,-1,15
150,2849,728,1,9,13,-1,-1,13
160,2862,678,1,9,11,-1,-1,11
170,2937,641,2,8,12,-1,-1,12
180,2975,622,4,8,34,-1,-1,34
190,3022,1011,3,15,18,-1,-1,20
200,3072,844,5,11,71,-1,-1,72
210,3126,745,1,10,14,-1,-1,15
220,3169,701,1,9,13,-1,-1,14
230,3172,648,2,8,13,-1,-1,14
240,3217,629,6,8,36,-1,-1,37
250,3228,1046,4,15,21,-1,-1,23
260,3260,870,3,12,17,-1,-1,17
270,3278,787,3,11,16,-1,-1,16
280,3339,735,3,10,16,-1,-1,17
290,3387,681,2,9,14,-1,-1,15
300,3393,665,5,9,91,-1,-1,91
310,3414,1112,4,16,23,-1,-1,24
320,3408,933,5,14,20,-1,-1,21
330,3431,854,1,13,17,-1,-1,18
340,3438,791,3,11,16,-1,-1,18
350,3452,747,3,10,15,-1,-1,15
360,3476,737,7,10,43,-1,-1,44
370,3476,1235,5,19,26,-1,-1,27
380,3493,1042,4,16,21,-1,-1,22
390,3495,932,3,13,18,-1,-1,19
400,3515,860,6,12,74,-1,-1,75
410,3549,818,4,12,17,-1,-1,19
420,3594,800,9,11,47,-1,-1,47
430,3568,1316,6,21,28,-1,-1,29
440,3567,1116,5,16,24,-1,-1,25
450,3545,995,4,15,21,-1,-1,22
460,3538,935,5,14,21,-1,-1,22
470,3571,896,6,13,20,-1,-1,21
480,3547,873,11,13,51,-1,-1,52
490,3500,1405,7,23,33,-1,-1,34
500,3484,1190,2,19,77,-1,-1,77
510,3475,1081,6,16,25,-1,-1,26
520,3478,1012,5,15,23,-1,-1,24
530,3464,954,4,14,20,-1,-1,21
540,3441,935,9,13,53,-1,-1,54
550,3401,1527,8,24,35,-1,-1,36
560,3401,1301,5,20,28,-1,-1,29
570,3389,1181,5,18,25,-1,-1,26
580,3395,1101,5,16,23,-1,-1,24
590,3385,1031,5,15,23,-1,-1,23
600,3441,1011,6,15,107,-1,-1,108
