sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,8,0,52,-1,-1,59
10,1620,1708,22,23,46,-1,-1,46
20,1608,1119,10,13,25,-1,-1,25
30,1646,705,7,8,16,-1,-1,17
40,1656,555,5,6,12,-1,-1,12
50,1664,455,5,5,10,-1,-1,11
60,1695,441,11,5,30,-1,-1,31
70,1736,666,8,8,16,-1,-1,16
80,1771,544,6,6,13,-1,-1,14
90,1814,491,4,5,11,-1,-1,12
100,1831,456,7,5,61,-1,-1,62
110,1858,427,5,5,10,-1,-1,11
120,1923,415,11,5,30,-1,-1,30
130,1950,674,8,8,16,-1,-1,17
140,1964,542,7,6,13,-1,-1,14
150,1990,490,5,5,11,-1,-1,13
160,2031,452,5,5,11,-1,-1,11
170,2060,436,5,5,11,-1,-1,12
180,2095,419,12,5,31,-1,-1,32
190,2100,707,9,9,18,-1,-1,18
200,2132,591,9,7,65,-1,-1,67
210,2159,532,5,6,13,-1,-1,13
220,2174,501,6,6,12,-1,-1,13
230,2222,480,5,5,12,-1,-1,12
240,2252,472,11,5,34,-1,-1,34
250,2286,788,8,10,19,-1,-1,19
260,2327,671,8,8,17,-1,-1,17
270,2294,599,7,8,16,-1,-1,16
280,2316,554,7,7,15,-1,-1,16
290,2287,528,6,6,14,-1,-1,14
300,2280,518,14,6,85,-1,-1,86
310,2242,864,10,11,23,-1,-1,25
320,2238,718,9,9,19,-1,-1,19
330,2235,651,7,8,16,-1,-1,16
340,2254,602,8,7,16,-1,-1,16
350,2264,586,7,8,15,-1,-1,15
360,2268,573,12,8,38,-1,-1,38
370,2268,939,11,12,25,-1,-1,25
380,2265,798,10,11,21,-1,-1,21
390,2299,703,8,9,18,-1,-1,18
400,2352,657,11,8,67,-1,-1,67
410,2346,634,7,8,17,-1,-1,17
420,2389,627,14,7,42,-1,-1,42
430,2361,1006,11,14,27,-1,-1,27
440,2349,850,10,11,22,-1,-1,22
450,2362,760,9,10,20,-1,-1,20
460,2363,704,8,9,18,-1,-1,18
470,2379,676,8,8,18,-1,-1,18
480,2370,670,18,9,46,-1,-1,46
490,2311,1078,12,14,28,-1,-1,28
500,2284,920,11,12,70,-1,-1,70
510,2245,821,9,11,21,-1,-1,21
520,2216,756,8,10,19,-1,-1,19
530,2196,732,8,10,18,-1,-1,18
540,2192,728,17,10,47,-1,-1,47
550,2173,1145,13,16,31,-1,-1,31
560,2161,955,12,13,27,-1,-1,28
570,2140,869,9,11,23,-1,-1,23
580,2131,806,10,10,22,-1,-1,22
590,2127,778,8,10,20,-1,-1,20
600,2087,771,18,10,99,-1,-1,99
610,2032,1189,16,17,34,-1,-1,34
620,2008,1006,12,13,28,-1,-1,28
630,1988,934,10,12,24,-1,-1,24
640,1948,876,10,11,23,-1,-1,23
650,1965,851,10,12,23,-1,-1,23
660,1934,832,17,11,51,-1,-1,51
670,1898,1301,15,19,37,-1,-1,37
680,1901,1093,13,15,31,-1,-1,31
690,1879,975,10,13,25,-1,-1,25
700,1830,911,10,11,72,-1,-1,72
710,1818,878,9,12,22,-1,-1,22
720,1802,873,17,12,53,-1,-1,53
730,1711,1336,16,19,37,-1,-1,37
740,1714,1127,12,16,31,-1,-1,31
750,1715,1013,11,13,26,-1,-1,26
760,1708,949,10,13,24,-1,-1,24
770,1697,915,10,12,23,-1,-1,23
780,1651,904,18,13,56,-1,-1,56
790,1625,1369,17,20,38,-1,-1,38
800,1587,1139,14,16,74,-1,-1,75
810,1593,1034,13,14,29,-1,-1,29
820,1564,958,12,12,26,-1,-1,26
830,1556,921,9,12,23,-1,-1,23
840,1565,909,19,12,56,-1,-1,56
850,1506,1372,20,20,42,-1,-1,42
860,1461,1144,17,16,35,-1,-1,35
870,1465,1035,13,13,29,-1,-1,29
880,1461,965,11,13,26,-1,-1,26
890,1472,934,10,13,25,-1,-1,25
900,1457,934,19,12,103,-1,-1,103
910,1415,1399,18,20,39,-1,-1,40
920,1380,1191,15,16,33,-1,-1,33
930,1363,1079,12,14,28,-1,-1,28
