sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,7,0,64,-1,-1,66
10,3286,3235,48,55,109,-1,-1,114
20,3170,2043,26,30,61,-1,-1,64
30,3178,1340,17,18,38,-1,-1,39
40,3210,1052,12,14,27,-1,-1,28
50,3220,862,10,11,22,-1,-1,23
60,3236,846,22,11,61,-1,-1,63
70,3276,1304,15,19,36,-1,-1,36
80,3321,1038,12,14,28,-1,-1,29
90,3346,905,12,12,26,-1,-1,28
100,3394,843,14,11,80,-1,-1,80
110,3432,792,10,10,22,-1,-1,22
120,3498,785,23,10,62,-1,-1,63
130,3575,1301,16,19,38,-1,-1,38
140,3641,1060,13,15,31,-1,-1,32
150,3680,941,12,13,27,-1,-1,29
160,3703,868,11,12,25,-1,-1,26
170,3748,827,12,12,24,-1,-1,24
180,3806,812,24,11,64,-1,-1,65
190,3882,1365,19,21,42,-1,-1,45
200,3951,1115,19,16,89,-1,-1,92
210,3998,970,13,14,29,-1,-1,32
220,4065,919,12,13,28,-1,-1,31
230,4097,880,13,12,28,-1,-1,31
240,4166,856,25,13,68,-1,-1,70
250,4218,1445,18,23,44,-1,-1,50
260,4276,1222,16,19,38,-1,-1,43
270,4319,1060,14,16,32,-1,-1,38
280,4349,978,13,15,31,-1,-1,35
290,4403,933,15,14,31,-1,-1,34
300,4440,922,31,14,130,-1,-1,130
310,4449,1541,22,25,51,-1,-1,56
320,4456,1299,18,22,43,-1,-1,48
330,4489,1145,17,18,37,-1,-1,41
340,4544,1055,15,16,34,-1,-1,39
350,4577,1001,13,15,31,-1,-1,35
360,4644,988,28,15,78,-1,-1,79
370,4653,1686,22,29,54,-1,-1,61
380,4711,1406,17,24,44,-1,-1,52
390,4713,1231,17,20,40,-1,-1,45
400,4722,1152,18,18,91,-1,-1,93
410,4761,1079,13,17,32,-1,-1,38
420,4807,1062,29,16,82,-1,-1,89
430,4795,1791,22,32,57,-1,-1,67
440,4809,1510,18,26,48,-1,-1,58
450,4815,1337,17,23,43,-1,-1,50
460,4814,1228,18,21,42,-1,-1,48
470,4809,1171,15,19,37,-1,-1,44
480,4802,1160,33,19,91,-1,-1,97
490,4751,1928,26,35,65,-1,-1,76
500,4775,1639,25,29,106,-1,-1,114
510,4806,1439,20,24,47,-1,-1,55
