sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,6,0,42,-1,-1,42
10,2481,2494,3,39,46,-1,-1,46
20,2416,1554,1,20,26,-1,-1,26
30,2472,1019,1,13,16,-1,-1,16
40,2513,800,1,10,12,-1,-1,12
50,2535,641,2,8,11,-1,-1,11
60,2557,629,1,7,30,-1,-1,30
70,2576,961,1,13,16,-1,-1,16
80,2587,775,2,10,13,-1,-1,13
90,2606,679,2,9,12,-1,-1,12
100,2618,632,12,8,70,-1,-1,70
110,2627,598,2,8,10,-1,-1,10
120,2643,593,2,7,31,-1,-1,31
130,2726,995,2,14,16,-1,-1,16
140,2781,812,2,11,14,-1,-1,14
150,2829,715,1,9,12,-1,-1,12
160,2863,657,2,9,12,-1,-1,12
170,2875,631,3,8,12,-1,-1,12
180,2950,612,2,8,32,-1,-1,32
190,2992,1042,2,14,18,-1,-1,18
200,3047,852,9,11,70,-1,-1,70
210,3089,737,2,10,13,-1,-1,13
220,3117,699,2,9,13,-1,-1,13
230,3180,652,2,8,13,-1,-1,13
240,3234,640,2,8,35,-1,-1,35
250,3241,1104,2,16,20,-1,-1,20
260,3258,926,2,13,17,-1,-1,17
270,3299,805,3,11,16,-1,-1,16
280,3315,757,2,12,15,-1,-1,16
290,3339,721,2,10,13,-1,-1,13
300,3384,712,9,10,93,-1,-1,93
310,3377,1220,2,18,22,-1,-1,22
320,3367,1024,2,15,19,-1,-1,19
330,3415,876,2,13,17,-1,-1,17
340,3413,820,2,12,16,-1,-1,16
350,3428,770,2,11,14,-1,-1,14
360,3453,759,2,11,40,-1,-1,40
370,3473,1286,2,20,24,-1,-1,25
380,3465,1079,2,16,21,-1,-1,21
390,3450,954,3,14,19,-1,-1,19
400,3473,893,7,13,70,-1,-1,71
410,3501,841,2,12,17,-1,-1,17
420,3525,824,3,12,43,-1,-1,43
430,3536,1366,3,22,27,-1,-1,27
440,3544,1166,2,18,22,-1,-1,23
450,3573,1019,2,15,20,-1,-1,20
460,3561,953,2,14,18,-1,-1,18
470,3556,897,3,14,17,-1,-1,17
480,3549,884,2,14,46,-1,-1,46
490,3497,1473,3,24,30,-1,-1,30
500,3488,1257,5,19,73,-1,-1,73
510,3524,1106,3,17,21,-1,-1,21
520,3491,1036,3,16,20,-1,-1,20
530,3444,986,2,15,19,-1,-1,19
540,3415,959,2,14,47,-1,-1,47
550,3408,1576,3,26,32,-1,-1,32
560,3388,1345,2,22,27,-1,-1,27
570,3381,1189,2,18,23,-1,-1,23
580,3369,1104,3,17,21,-1,-1,21
590,3369,1052,2,16,21,-1,-1,21
600,3375,1040,5,16,101,-1,-1,101
610,3331,1672,3,28,33,-1,-1,33
620,3355,1425,2,22,28,-1,-1,28
630,3340,1249,3,20,25,-1,-1,25
640,3358,1169,2,18,23,-1,-1,23
650,3383,1100,4,17,23,-1,-1,23
660,3354,1087,3,17,52,-1,-1,52
670,3297,1762,3,31,37,-1,-1,37
680,3279,1505,3,25,31,-1,-1,31
690,3279,1314,2,21,26,-1,-1,26
700,3277,1215,7,19,76,-1,-1,76
710,3278,1158,2,18,22,-1,-1,22
720,3289,1132,2,18,53,-1,-1,53
730,3123,1785,2,30,36,-1,-1,36
740,3111,1565,2,25,31,-1,-1,31
750,3134,1397,1,23,26,-1,-1,26
760,3113,1278,2,20,25,-1,-1,25
770,3097,1202,3,18,23,-1,-1,23
780,3076,1175,3,18,56,-1,-1,56
790,3022,1836,4,32,39,-1,-1,39
800,2989,1574,9,25,81,-1,-1,81
810,2973,1408,4,22,28,-1,-1,28
820,2978,1293,2,21,26,-1,-1,26
830,2948,1217,3,18,23,-1,-1,23
840,2918,1203,2,18,55,-1,-1,55
850,2879,1895,6,33,42,-1,-1,42
860,2860,1637,4,27,35,-1,-1,35
870,2856,1490,2,24,29,-1,-1,29
880,2882,1364,3,21,26,-1,-1,26
890,2878,1277,2,20,24,-1,-1,24
900,2842,1239,6,18,107,-1,-1,107
910,2810,1938,3,33,40,-1,-1,40
920,2765,1670,2,27,33,-1,-1,33
930,2744,1484,3,23,29,-1,-1,29
940,2700,1359,4,21,28,-1,-1,28
950,2706,1272,2,19,25,-1,-1,25
960,2682,1245,4,19,57,-1,-1,57
970,2613,1947,3,33,39,-1,-1,39
980,2624,1674,5,28,35,-1,-1,35
990,2626,1494,2,24,29,-1,-1,29
1000,2596,1395,6,21,77,-1,-1,77
1010,2553,1308,3,20,25,-1,-1,25
1020,2559,1265,3,19,57,-1,-1,57
1030,2566,1965,4,34,41,-1,-1,41
1040,2557,1719,4,28,36,-1,-1,36
1050,2534,1532,3,24,31,-1,-1,31
1060,2516,1423,2,23,27,-1,-1,27
1070,2548,1320,3,20,27,-1,-1,27
1080,2517,1269,3,19,57,-1,-1,57
1090,2510,1957,3,33,40,-1,-1,40
1100,2520,1716,5,28,80,-1,-1,80
1110,2514,1533,2,24,30,-1,-1,30
1120,2514,1433,2,22,27,-1,-1,27
1130,2510,1338,3,21,26,-1,-1,26
1140,2520,1296,2,20,57,-1,-1,57
1150,2465,2009,2,37,43,-1,-1,43
1160,2447,1765,2,29,35,-1,-1,35
1170,2456,1588,2,25,31,-1,-1,31
1180,2424,1466,2,23,28,-1,-1,28
1190,2420,1362,4,21,27,-1,-1,27
