sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,2,0,60,-1,-1,61
10,3210,3380,48,60,114,-1,-1,114
20,3125,2162,25,33,62,-1,-1,62
30,3151,1376,16,19,38,-1,-1,38
40,3152,1077,12,14,29,-1,-1,29
50,3199,873,10,12,23,-1,-1,23
60,3280,852,23,11,61,-1,-1,61
70,3329,1297,17,18,37,-1,-1,37
80,3379,1059,12,15,28,-1,-1,28
90,3439,932,12,13,26,-1,-1,26
100,3516,865,20,13,88,-1,-1,88
110,3554,812,9,11,22,-1,-1,22
120,3622,793,22,10,61,-1,-1,61
130,3652,1307,17,20,39,-1,-1,39
140,3731,1055,14,15,31,-1,-1,31
150,3788,970,13,13,29,-1,-1,29
160,3851,902,13,13,27,-1,-1,27
170,3920,845,13,12,27,-1,-1,27
180,3957,822,24,11,67,-1,-1,67
190,3987,1434,20,23,45,-1,-1,45
200,4040,1179,29,20,104,-1,-1,104
210,4137,1043,16,16,33,-1,-1,33
220,4184,957,14,14,31,-1,-1,31
230,4257,912,14,13,30,-1,-1,30
240,4331,893,29,13,74,-1,-1,74
250,4361,1516,24,24,53,-1,-1,53
260,4395,1246,20,19,43,-1,-1,43
270,4422,1128,18,18,38,-1,-1,38
280,4422,1050,16,16,34,-1,-1,34
290,4458,998,17,15,34,-1,-1,34
300,4503,972,35,16,140,-1,-1,140
310,4515,1646,25,28,56,-1,-1,56
320,4556,1372,20,23,46,-1,-1,46
330,4607,1236,19,19,42,-1,-1,42
340,4628,1159,17,18,38,-1,-1,39
350,4682,1091,16,17,36,-1,-1,36
360,4665,1065,31,17,85,-1,-1,85
370,4616,1797,27,32,62,-1,-1,62
380,4689,1503,24,25,53,-1,-1,53
390,4703,1345,20,22,45,-1,-1,46
400,4751,1254,25,21,103,-1,-1,103
410,4760,1189,17,19,39,-1,-1,39
420,4790,1159,36,18,94,-1,-1,94
430,4772,1947,29,35,68,-1,-1,69
440,4800,1645,25,29,57,-1,-1,58
450,4811,1466,20,25,50,-1,-1,50
460,4812,1382,21,23,47,-1,-1,47
470,4816,1316,19,22,43,-1,-1,43
480,4793,1281,36,22,101,-1,-1,101
490,4752,2110,31,39,75,-1,-1,76
500,4738,1801,33,34,123,-1,-1,123
510,4704,1619,22,28,54,-1,-1,54
520,4689,1511,20,26,49,-1,-1,49
530,4668,1437,21,24,49,-1,-1,49
540,4691,1408,41,23,110,-1,-1,110
550,4621,2259,35,43,83,-1,-1,83
560,4617,1951,27,36,67,-1,-1,68
570,4584,1741,23,31,58,-1,-1,58
580,4589,1639,21,28,54,-1,-1,54
590,4559,1558,21,27,52,-1,-1,52
600,4522,1505,50,26,179,-1,-1,179
610,4452,2411,36,46,89,-1,-1,89
620,4407,2091,30,39,73,-1,-1,73
630,4387,1871,26,34,64,-1,-1,64
640,4362,1761,24,31,60,-1,-1,60
650,4331,1646,22,29,55,-1,-1,56
660,4269,1592,46,28,123,-1,-1,123
670,4237,2573,38,51,95,-1,-1,95
680,4203,2250,30,42,78,-1,-1,78
690,4187,2001,26,36,68,-1,-1,68
700,4159,1883,42,36,136,-1,-1,136
710,4134,1753,24,30,59,-1,-1,59
720,4062,1688,44,29,125,-1,-1,125
730,3862,2707,40,53,99,-1,-1,99
740,3785,2355,32,44,80,-1,-1,80
750,3731,2087,30,37,73,-1,-1,73
760,3683,1942,28,34,67,-1,-1,67
770,3584,1810,23,30,58,-1,-1,58
780,3550,1750,48,29,130,-1,-1,130
790,3497,2776,41,54,102,-1,-1,102
800,3449,2424,47,46,150,-1,-1,151
810,3416,2141,30,38,72,-1,-1,72
820,3405,2003,28,35,67,-1,-1,67
830,3357,1878,26,32,61,-1,-1,62
840,3349,1833,47,31,132,-1,-1,132
850,3270,2894,42,57,107,-1,-1,107
860,3170,2512,31,47,84,-1,-1,84
870,3160,2235,30,40,75,-1,-1,75
880,3124,2059,29,36,69,-1,-1,69
890,3081,1926,26,33,63,-1,-1,63
900,3026,1881,55,32,201,-1,-1,201
910,2972,2945,44,56,106,-1,-1,106
920,2950,2560,34,47,87,-1,-1,87
930,2907,2278,29,41,76,-1,-1,76
940,2890,2112,28,36,68,-1,-1,69
950,2874,1959,25,34,62,-1,-1,62
