sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,6,0,36,-1,-1,55
10,1597,1731,20,22,45,-1,-1,47
20,1570,1092,11,12,26,-1,-1,26
30,1587,693,7,8,16,-1,-1,16
40,1607,542,5,6,12,-1,-1,13
50,1611,426,4,4,9,-1,-1,12
60,1644,417,12,4,30,-1,-1,32
70,1659,644,7,7,15,-1,-1,16
80,1682,526,4,6,12,-1,-1,13
90,1689,465,5,5,10,-1,-1,12
100,1727,438,7,5,61,-1,-1,63
110,1750,416,4,4,9,-1,-1,10
120,1784,410,11,4,30,-1,-1,32
130,1813,685,7,8,15,-1,-1,17
140,1852,555,6,6,12,-1,-1,14
150,1873,504,6,6,12,-1,-1,15
160,1903,452,4,6,10,-1,-1,11
170,1939,430,4,5,10,-1,-1,12
180,1964,421,10,5,31,-1,-1,31
190,1972,712,7,9,17,-1,-1,19
200,2015,584,9,7,64,-1,-1,66
210,2044,513,5,6,12,-1,-1,13
220,2069,472,5,6,11,-1,-1,13
230,2074,449,7,5,12,-1,-1,14
240,2084,443,12,5,33,-1,-1,33
250,2117,756,8,9,19,-1,-1,21
260,2128,618,7,7,16,-1,-1,18
270,2145,545,7,7,14,-1,-1,15
280,2181,498,6,6,13,-1,-1,14
290,2214,467,7,6,13,-1,-1,15
300,2204,460,17,5,86,-1,-1,89
310,2212,774,9,10,20,-1,-1,24
320,2197,640,8,8,17,-1,-1,20
330,2207,582,7,7,15,-1,-1,16
340,2206,539,8,7,15,-1,-1,16
350,2196,515,5,7,12,-1,-1,13
360,2215,510,14,7,37,-1,-1,37
370,2221,842,10,11,22,-1,-1,24
380,2243,693,9,9,19,-1,-1,21
390,2250,631,8,8,17,-1,-1,17
400,2277,583,10,8,67,-1,-1,68
410,2307,563,6,7,13,-1,-1,16
420,2311,543,14,7,38,-1,-1,38
430,2314,918,9,12,23,-1,-1,26
440,2324,758,8,10,19,-1,-1,22
450,2321,681,7,8,18,-1,-1,20
460,2314,621,9,8,17,-1,-1,19
470,2331,608,5,7,13,-1,-1,16
480,2333,593,13,7,41,-1,-1,42
490,2296,968,10,13,25,-1,-1,29
500,2312,807,14,11,70,-1,-1,73
510,2319,725,8,9,19,-1,-1,23
520,2325,679,7,9,17,-1,-1,20
530,2334,669,8,8,18,-1,-1,20
540,2342,654,15,8,44,-1,-1,46
550,2323,1063,12,15,28,-1,-1,30
560,2310,891,11,12,25,-1,-1,28
570,2341,798,11,11,22,-1,-1,23
580,2370,734,9,10,21,-1,-1,22
590,2343,709,10,9,20,-1,-1,21
600,2346,683,19,9,97,-1,-1,99
610,2353,1087,12,16,30,-1,-1,36
620,2364,913,11,13,26,-1,-1,28
630,2364,818,11,11,24,-1,-1,24
640,2387,761,11,10,24,-1,-1,24
650,2377,726,10,10,20,-1,-1,21
