sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,0,0,1,137,0,149
10,192,197,0,7,7,43,0,50
20,185,118,0,3,4,27,0,31
30,192,79,0,3,3,22,0,25
40,198,64,0,2,2,20,0,23
50,201,49,0,2,2,19,0,21
60,210,48,0,1,5,26,0,32
70,213,67,0,2,2,22,0,24
80,222,52,0,2,2,20,0,22
90,233,45,0,1,2,20,0,22
100,237,41,0,1,2,20,0,22
110,244,39,0,2,2,18,0,20
120,254,37,1,1,4,25,0,30
130,259,49,0,2,2,21,0,23
140,262,41,0,2,2,20,0,22
150,267,39,0,2,2,20,0,22
160,274,35,0,1,2,20,0,22
170,281,33,0,2,2,20,0,22
180,284,33,0,1,4,26,0,31
190,291,54,0,2,3,23,0,26
200,293,45,0,2,3,23,0,26
210,302,39,0,1,2,22,0,24
220,314,37,0,2,2,22,0,24
230,319,36,0,2,2,22,0,24
240,326,36,0,2,5,32,0,38
250,336,59,0,2,2,27,0,29
260,343,49,0,2,2,25,0,27
270,349,44,0,1,1,25,0,27
280,347,42,0,1,2,24,0,27
290,355,38,0,1,2,25,0,27
300,358,37,0,1,6,32,0,38
310,361,61,0,3,3,28,0,31
320,369,54,0,2,2,28,0,30
330,374,46,0,2,2,26,0,28
340,373,43,0,2,2,26,0,28
350,385,40,0,2,2,26,0,28
360,391,40,0,1,5,33,0,39
370,398,62,0,2,3,31,0,34
380,409,61,0,2,2,31,0,33
390,416,56,0,2,2,30,0,32
400,421,50,0,2,3,29,0,32
410,429,46,0,2,2,29,0,32
420,433,45,0,1,6,36,0,42
430,436,70,0,2,2,34,0,37
440,438,67,0,2,2,34,0,36
450,446,63,0,2,3,33,0,36
460,458,58,0,2,2,33,0,35
470,465,54,0,2,2,33,0,36
480,477,53,0,2,6,40,0,46
490,480,79,0,2,2,37,0,41
500,484,79,0,2,4,36,0,41
510,493,71,0,2,3,35,0,38
520,500,65,0,2,3,35,0,38
530,506,59,0,3,4,35,0,39
540,509,58,0,2,6,43,0,49
550,504,81,0,2,3,39,0,42
560,504,79,0,3,3,38,0,41
570,512,76,0,3,3,38,0,41
580,515,71,0,2,3,38,0,42
590,520,66,0,2,3,37,0,40
600,524,66,0,2,9,47,0,56
610,523,99,0,3,4,43,0,47
620,522,98,0,4,4,42,0,46
630,521,93,0,3,4,41,0,45
640,521,86,0,3,4,41,0,45
650,527,77,0,3,4,40,0,44
660,536,74,1,2,9,51,0,60
670,539,109,0,4,5,45,0,50
680,544,106,0,4,4,45,0,49
690,547,98,0,4,4,44,0,48
700,548,87,0,3,5,42,0,49
710,553,74,0,2,3,40,0,43
720,560,71,0,2,9,51,0,60
730,514,110,0,4,5,44,0,49
740,517,102,0,3,5,43,0,48
750,518,90,0,3,3,41,0,45
760,523,81,0,3,3,40,0,43
770,523,69,0,3,3,38,0,41
780,526,66,0,2,8,48,0,56
790,521,100,0,3,3,44,0,49
800,527,100,0,3,5,43,0,48
810,526,96,0,3,4,42,0,46
820,528,86,0,3,4,40,0,44
830,535,76,0,4,4,39,0,44
840,537,73,0,2,8,51,0,60
850,539,113,0,4,4,47,0,51
860,538,118,0,4,4,45,0,50
870,538,103,0,3,5,44,0,49
880,539,94,0,4,4,42,0,46
890,536,85,0,3,5,41,0,46
900,535,84,0,3,11,54,0,65
910,538,125,0,5,5,48,0,53
920,545,125,0,5,5,48,0,53
930,549,117,0,4,5,46,0,51
940,542,105,0,4,4,45,0,49
950,545,91,0,3,3,44,0,48
960,550,89,0,3,9,55,0,64
970,545,130,0,5,6,51,0,57
980,543,134,0,5,5,50,0,55
990,539,128,0,5,5,49,0,54
1000,539,115,0,3,6,46,0,52
1010,538,107,0,4,5,45,0,50
1020,533,103,0,4,10,56,0,66
1030,533,142,0,5,5,52,0,57
1040,533,147,0,5,6,53,0,59
1050,534,141,0,5,7,50,0,57
1060,531,120,0,5,5,47,0,52
1070,535,101,0,4,5,45,0,50
1080,542,100,0,3,9,56,0,65
1090,541,144,0,5,5,53,0,59
1100,537,156,0,6,8,54,0,62
1110,531,151,0,5,6,54,0,60
1120,534,133,0,4,6,50,0,56
1130,534,124,0,5,5,49,0,54
1140,541,122,0,4,11,60,0,71
1150,539,157,0,5,7,54,0,61
1160,541,171,0,6,8,57,0,66
1170,548,165,0,6,8,56,0,64
1180,549,143,0,5,6,51,0,57
1190,549,121,0,4,5,49,0,54
1200,560,119,0,3,13,61,0,74
1210,556,162,0,6,7,56,0,63
1220,555,182,0,7,7,60,0,67
1230,557,178,0,6,7,61,0,68
1240,558,160,0,6,6,55,0,61
1250,564,133,0,5,5,53,0,58
1260,566,129,0,4,11,65,0,79
1270,562,177,0,6,8,61,0,69
1280,565,197,0,7,8,64,0,72
1290,570,195,0,7,7,63,0,72
1300,568,177,0,6,8,60,0,68
1310,565,158,0,6,6,58,0,64
1320,561,155,0,5,13,71,0,86
1330,552,200,0,8,9,62,0,71
1340,548,222,0,9,10,68,0,78
1350,544,219,0,9,9,67,0,76
1360,545,195,0,7,8,63,0,71
1370,551,170,0,6,7,59,0,66
1380,550,165,0,5,15,75,0,90
1390,542,215,0,7,9,68,0,80
1400,541,247,0,10,11,72,0,83
1410,543,245,1,10,12,70,0,82
1420,535,214,0,8,8,64,0,72
1430,534,179,0,7,7,61,0,68
1440,531,171,0,6,15,76,0,92
1450,534,223,0,8,9,71,0,80
1460,533,249,0,9,11,71,0,82
1470,533,242,0,9,10,68,0,78
1480,534,228,0,9,9,65,0,74
1490,535,191,0,7,8,61,0,69
1500,535,188,0,7,17,78,0,97
1510,533,235,0,9,9,70,0,79
1520,525,264,0,10,11,71,0,82
1530,519,252,0,10,10,70,0,80
1540,515,232,0,9,9,65,0,74
1550,507,202,0,7,8,62,0,70
1560,507,191,0,7,18,76,0,94
1570,500,239,0,9,10,68,0,78
1580,498,268,0,10,11,71,0,84
1590,496,262,0,10,11,71,0,83
1600,495,240,0,9,11,65,0,76
1610,498,208,0,8,8,63,0,71
1620,497,194,0,7,18,77,0,95
1630,492,248,0,10,10,69,0,79
1640,486,272,0,10,12,72,0,84
1650,479,263,0,9,11,69,0,80
1660,483,252,0,10,11,65,0,76
1670,486,204,0,8,8,60,0,68
1680,486,198,0,7,19,80,0,99
1690,473,257,0,9,10,70,0,81
1700,468,270,0,12,13,73,0,86
1710,466,260,0,10,11,70,0,81
1720,463,250,0,10,11,66,0,77
1730,469,209,0,8,8,64,0,72
1740,468,203,0,7,21,87,0,108
1750,454,281,0,11,12,74,0,87
1760,454,291,0,12,12,74,0,87
1770,458,280,0,11,13,72,0,85
1780,454,263,0,10,11,66,0,79
1790,455,226,0,8,9,65,0,74
1800,458,222,0,8,24,92,0,116
1810,452,301,0,13,13,81,0,94
1820,448,317,0,13,13,81,0,94
1830,452,309,0,12,13,79,0,93
1840,456,296,0,11,12,73,0,87
1850,459,253,0,9,10,71,0,81
1860,462,245,0,9,24,98,0,122
1870,464,314,0,12,14,82,0,96
1880,466,324,0,12,14,82,0,96
1890,466,316,0,13,14,79,0,93
1900,472,293,0,11,13,74,0,87
1910,474,251,0,9,9,71,0,82
1920,477,247,0,8,25,100,0,125
1930,478,305,0,12,13,81,0,95
1940,482,311,0,13,13,80,0,93
1950,484,306,0,12,13,80,0,93
1960,483,292,0,11,13,73,0,86
1970,487,253,0,10,11,72,0,84
1980,491,246,0,9,25,101,0,128
1990,490,317,0,12,14,83,0,98
2000,494,326,0,13,14,81,0,96
2010,494,316,0,13,13,80,0,94
2020,496,297,0,12,13,73,0,86
2030,493,249,0,9,10,70,0,80
2040,497,245,0,8,25,97,0,122
2050,495,305,0,12,13,79,0,92
2060,492,314,0,13,14,79,0,93
2070,492,304,0,12,13,77,0,91
2080,500,291,0,12,13,70,0,83
2090,504,236,0,9,10,67,0,77
2100,506,229,0,9,24,93,0,117
2110,510,291,0,12,12,79,0,91
2120,508,300,0,11,13,77,0,90
2130,513,292,0,12,14,77,0,93
2140,515,280,0,11,11,72,0,84
2150,518,244,0,9,10,70,0,80
2160,523,239,0,8,25,97,0,122
2170,523,297,0,11,13,80,0,93
2180,526,308,0,12,13,81,0,94
2190,522,299,0,11,13,78,0,91
2200,516,285,0,12,14,74,0,88
2210,517,247,0,10,10,71,0,81
2220,522,243,1,8,25,101,0,126
2230,524,308,0,12,14,82,0,96
2240,526,320,0,13,14,82,0,96
2250,529,315,0,13,13,82,0,96
2260,529,304,0,12,13,74,0,87
2270,532,260,0,10,10,72,0,84
2280,527,252,0,9,25,102,0,127
2290,520,312,0,12,13,81,0,95
2300,525,324,0,13,14,80,0,95
2310,522,318,0,12,13,79,0,92
2320,524,302,0,12,13,73,0,86
2330,532,248,0,9,10,71,0,81
2340,533,247,0,8,24,96,0,122
2350,527,306,0,12,13,80,0,93
