sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,8,1,9,64,0,131
10,99,106,2,3,5,21,0,30
20,100,73,1,2,4,16,0,22
30,105,48,2,2,4,12,0,18
40,110,33,1,1,3,13,0,17
50,112,23,1,1,2,15,0,17
60,120,22,1,1,4,17,0,21
70,118,32,1,1,2,13,0,18
80,127,25,1,0,2,13,0,16
90,133,23,3,1,4,12,0,16
100,140,21,0,1,2,12,0,15
110,145,18,1,0,2,14,0,16
120,149,18,1,0,4,19,0,23
130,157,32,2,1,3,11,0,18
140,162,25,1,0,2,11,0,16
150,173,21,2,1,3,11,0,17
160,180,20,1,1,2,11,0,16
170,186,21,1,1,2,11,0,16
180,192,21,1,1,5,19,0,27
190,195,42,2,1,3,14,0,19
200,196,31,1,1,6,13,0,22
210,196,28,1,1,2,13,0,19
220,207,26,2,0,3,11,0,17
230,206,25,1,1,2,12,0,18
240,211,27,1,1,5,20,0,30
250,217,51,1,2,3,15,0,21
260,219,34,2,1,4,14,0,21
270,223,26,4,1,5,12,0,20
280,225,25,1,1,2,12,0,20
290,220,25,1,0,2,11,0,21
300,225,25,1,1,9,19,0,33
310,220,47,1,2,3,15,0,23
320,225,32,2,1,3,12,0,23
330,232,30,2,1,3,12,0,22
340,232,23,2,0,2,12,0,23
350,230,21,2,1,3,11,0,22
360,234,20,4,0,7,17,0,32
370,234,36,2,1,3,13,0,25
380,248,26,2,1,3,13,0,24
390,250,23,1,1,2,12,0,25
400,255,20,2,1,7,11,0,27
410,261,22,2,1,3,12,0,21
420,259,22,3,1,7,19,0,33
430,262,36,3,1,4,15,0,27
440,268,31,4,1,5,14,0,25
450,272,30,3,1,4,13,0,23
460,275,27,1,1,3,14,0,23
470,277,27,2,1,3,13,0,22
480,284,25,3,1,7,21,0,34
490,284,46,2,2,4,16,0,26
500,290,33,2,1,6,16,0,27
510,292,32,4,1,5,14,0,23
520,299,29,3,1,4,15,0,24
530,305,28,2,1,3,15,0,23
540,305,26,3,0,8,23,0,36
550,304,49,6,2,8,17,0,29
560,310,34,5,1,6,16,0,27
570,311,31,4,2,6,15,0,26
580,310,28,4,1,5,15,0,26
590,307,26,2,1,3,15,0,23
600,313,26,4,0,8,24,0,37
610,311,48,5,1,6,18,0,31
620,312,36,4,2,6,16,0,28
630,322,31,4,1,5,15,0,26
640,329,25,3,1,4,15,0,26
650,326,24,6,0,7,15,0,26
660,326,24,8,1,12,23,0,37
670,325,43,4,1,5,19,0,32
680,332,35,5,1,6,17,0,29
690,333,30,5,1,6,16,0,28
700,341,25,3,1,6,16,0,26
710,340,27,5,1,6,16,0,26
720,345,26,6,1,10,23,0,38
730,335,45,3,2,5,18,0,31
740,333,29,4,1,5,16,0,31
750,334,26,6,1,7,15,0,30
760,334,26,4,1,5,16,0,28
770,338,27,5,1,6,15,0,27
780,342,24,6,0,10,25,0,41
790,342,45,4,1,5,19,0,33
800,338,32,4,1,5,17,0,32
810,328,27,6,1,7,16,0,31
820,323,22,6,1,8,15,0,29
830,322,19,4,1,6,14,0,27
840,323,18,8,1,11,22,0,40
850,324,33,6,1,7,17,0,34
860,326,28,7,1,8,15,0,31
870,326,23,7,1,8,15,0,29
880,331,26,6,1,7,17,0,28
890,324,27,4,1,5,16,0,26
900,320,25,6,1,11,25,0,41
910,319,46,4,2,6,19,0,33
920,313,34,3,1,4,17,0,32
930,317,29,5,1,6,17,0,29
940,314,28,3,1,4,16,0,28
950,316,25,2,1,3,17,0,26
960,314,25,5,1,10,25,0,41
970,321,48,5,2,7,19,0,33
980,318,41,5,1,7,18,0,32
990,324,36,4,1,5,18,0,29
1000,326,36,3,1,4,17,0,27
1010,327,30,1,1,2,17,0,24
1020,336,31,3,1,8,28,0,40
1030,331,57,3,2,5,21,0,33
1040,325,45,3,1,5,19,0,30
1050,321,42,6,2,8,18,0,29
1060,315,35,5,2,7,19,0,28
1070,319,35,2,2,4,18,0,25
1080,320,36,6,1,12,29,0,43
1090,318,67,5,2,7,22,0,31
1100,310,59,6,2,8,20,0,29
1110,302,55,7,2,10,19,0,30
1120,303,46,8,2,10,19,0,30
1130,304,41,4,2,6,18,0,27
1140,316,42,6,2,13,31,0,45
1150,313,69,6,2,8,23,0,33
1160,305,53,7,2,9,21,0,33
1170,308,51,13,2,15,20,0,36
1180,301,44,12,2,15,18,0,35
1190,298,41,8,1,10,18,0,30
1200,302,37,11,1,16,29,0,48
1210,297,52,9,2,11,20,0,36
1220,291,46,10,1,12,19,0,35
1230,291,43,13,1,14,18,0,36
1240,290,41,7,2,9,17,0,29
1250,287,33,7,2,9,16,0,27
1260,287,31,7,1,12,26,0,40
1270,286,54,7,2,9,20,0,34
1280,293,50,8,2,10,19,0,33
1290,293,47,6,2,8,19,0,31
1300,303,42,2,2,8,18,0,31
1310,312,37,4,1,5,18,0,29
1320,320,33,4,2,9,27,0,42
1330,322,49,3,2,5,21,0,37
1340,323,45,2,2,4,19,0,32
1350,327,42,2,2,4,19,0,31
1360,333,40,3,1,4,18,0,31
1370,333,29,2,1,4,18,0,30
1380,330,30,5,1,10,27,0,46
1390,334,49,4,2,6,21,0,36
1400,333,45,4,1,6,20,0,34
1410,338,39,3,2,5,18,0,29
1420,344,37,3,1,4,18,0,29
1430,338,32,3,1,5,17,0,27
1440,343,30,6,1,10,26,0,43
1450,346,49,3,2,5,20,0,33
1460,359,44,3,2,5,19,0,31
1470,360,40,3,2,5,19,0,32
1480,357,35,3,1,4,18,0,31
1490,364,26,2,1,3,17,0,30
1500,362,27,6,0,12,25,0,48
1510,363,44,4,2,6,19,0,40
1520,367,41,3,2,5,20,0,41
1530,366,42,3,2,5,19,0,37
1540,361,34,3,1,4,18,0,33
1550,363,29,2,1,4,17,0,30
1560,366,25,7,1,10,23,0,43
1570,366,40,5,1,7,18,0,40
1580,361,35,4,1,5,18,0,39
1590,358,36,3,1,6,18,0,36
1600,352,32,3,1,5,17,0,35
1610,352,28,3,1,4,17,0,32
1620,350,23,7,1,11,25,0,48
1630,350,43,5,1,6,20,0,42
1640,351,34,4,1,6,18,0,41
1650,346,31,5,1,6,18,0,38
1660,347,29,4,1,5,18,0,38
1670,340,30,3,1,4,17,0,33
1680,344,30,6,1,10,26,0,49
1690,341,49,5,1,7,20,0,42
1700,349,45,4,2,6,20,0,40
1710,349,42,3,2,5,19,0,38
1720,351,38,4,1,5,19,0,37
1730,349,33,3,1,4,18,0,33
1740,353,34,4,1,10,27,0,50
1750,356,58,4,2,6,22,0,41
1760,365,52,3,2,5,22,0,40
1770,366,48,3,2,5,20,0,37
1780,372,44,2,2,4,20,0,36
1790,370,47,2,2,4,20,0,35
1800,372,37,4,1,9,30,0,50
1810,375,69,3,3,6,24,0,42
1820,379,63,3,2,6,23,0,38
1830,379,52,3,2,5,22,0,37
1840,379,49,3,1,5,21,0,35
1850,371,52,2,1,4,22,0,32
1860,374,51,3,2,10,38,0,52
1870,365,86,2,4,6,27,0,35
1880,356,68,3,2,5,23,0,33
1890,351,61,3,2,5,22,0,31
1900,347,60,3,2,6,22,0,32
1910,340,55,2,2,4,21,0,32
1920,335,53,2,2,9,42,0,53
1930,323,84,3,3,6,27,0,38
1940,324,82,2,3,6,26,0,33
1950,324,83,2,3,5,25,0,31
1960,319,80,1,2,5,25,0,30
1970,312,66,3,3,6,23,0,31
1980,314,66,1,2,10,43,0,54
1990,308,110,3,4,7,29,0,39
2000,300,97,5,3,9,27,0,37
2010,299,93,4,3,8,25,0,34
2020,298,86,2,3,6,24,0,31
2030,299,70,5,3,8,23,0,32
2040,294,70,3,2,12,39,0,52
2050,286,102,7,3,11,27,0,39
2060,279,89,5,3,8,26,0,35
2070,278,83,7,3,11,25,0,37
2080,282,75,7,3,10,23,0,33
2090,273,69,6,2,9,22,0,33
2100,278,65,4,2,12,36,0,49
2110,260,89,5,3,8,26,0,40
2120,257,75,4,3,7,23,0,37
2130,256,69,5,2,7,22,0,34
2140,253,67,4,2,6,21,0,35
2150,243,62,2,2,6,19,0,33
2160,239,60,4,1,11,34,0,51
2170,231,96,4,3,7,25,0,41
2180,234,84,3,3,7,22,0,40
2190,234,75,3,2,5,21,0,36
2200,242,70,3,2,6,21,0,38
2210,242,55,2,1,4,18,0,32
2220,243,56,2,1,10,36,0,52
2230,246,94,4,3,8,24,0,42
2240,246,88,3,3,6,23,0,37
2250,254,85,2,3,5,23,0,35
2260,254,78,2,2,5,22,0,36
2270,256,71,2,2,4,22,0,31
2280,255,65,3,2,10,35,0,50
2290,245,97,4,3,7,25,0,39
2300,238,84,4,3,7,22,0,37
2310,248,78,2,3,5,22,0,36
2320,254,72,2,3,5,20,0,35
2330,260,64,3,2,5,19,0,32
2340,263,67,4,2,12,33,0,50
2350,271,110,3,4,7,27,0,40
2360,265,102,2,3,6,26,0,38
2370,270,91,3,3,6,24,0,37
2380,276,82,3,2,5,22,0,37
2390,276,68,3,2,5,21,0,34
2400,275,68,5,2,13,34,0,54
2410,272,113,3,3,7,28,0,43
2420,266,103,3,3,6,25,0,40
2430,270,90,2,3,6,24,0,40
2440,270,83,2,2,5,23,0,37
2450,271,65,2,2,5,21,0,34
2460,272,68,5,2,13,34,0,53
2470,272,108,3,3,6,27,0,45
2480,281,100,3,3,6,26,0,45
2490,289,90,2,3,5,24,0,42
2500,289,77,3,2,6,22,0,39
2510,288,59,4,1,7,20,0,36
2520,290,62,7,2,13,31,0,50
2530,291,95,4,4,8,25,0,45
2540,294,89,6,3,9,24,0,44
2550,296,78,3,2,6,22,0,39
2560,299,70,3,2,6,21,0,36
2570,300,68,4,2,6,20,0,32
2580,311,70,4,2,11,31,0,45
2590,305,97,3,4,7,26,0,42
2600,303,90,2,3,8,25,0,43
2610,305,80,2,3,5,23,0,38
2620,308,74,3,3,6,23,0,37
2630,306,68,1,2,4,22,0,32
2640,301,71,5,2,11,33,0,45
2650,292,105,2,3,6,28,0,41
2660,285,98,3,4,7,26,0,40
2670,283,79,3,3,6,23,0,36
2680,285,65,4,2,6,21,0,37
2690,279,55,3,2,5,20,0,35
2700,278,55,9,1,14,29,0,53
2710,271,76,3,3,6,23,0,45
2720,275,63,6,2,8,21,0,44
2730,278,60,4,2,7,20,0,41
2740,280,53,4,2,6,20,0,38
2750,277,52,4,2,6,19,0,35
2760,274,52,8,2,13,27,0,50
2770,284,66,5,2,8,21,0,45
2780,284,58,5,2,7,19,0,41
2790,279,51,5,2,7,18,0,39
2800,275,48,5,1,7,18,0,37
2810,277,43,4,1,5,17,0,33
2820,282,47,8,1,12,27,0,48
2830,276,72,4,2,6,23,0,41
2840,277,66,3,2,6,22,0,38
2850,270,55,4,1,6,20,0,36
2860,272,54,4,2,6,21,0,37
2870,278,49,3,2,5,19,0,34
2880,278,49,6,1,11,28,0,47
2890,278,76,5,3,8,24,0,42
2900,274,69,4,2,7,22,0,38
2910,280,54,3,2,5,21,0,38
2920,281,54,3,2,5,20,0,34
2930,286,51,3,2,5,21,0,35
2940,292,51,5,1,10,30,0,46
2950,299,75,4,3,7,25,0,38
2960,291,78,2,2,5,25,0,38
2970,287,67,3,2,5,23,0,38
2980,287,62,3,1,6,23,0,36
2990,280,60,3,2,5,22,0,31
