sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,69,0,69,59,0,135
10,100,93,6,2,9,19,0,30
20,107,57,3,2,5,14,0,20
30,112,31,3,1,4,10,0,17
40,128,26,2,1,3,10,0,15
50,131,19,3,0,3,10,0,16
60,138,18,3,1,6,14,0,22
70,143,21,3,1,4,11,0,17
80,149,18,3,1,4,10,0,16
90,154,16,5,1,6,10,0,16
100,161,15,5,0,6,11,0,19
110,165,16,3,1,4,11,0,17
120,169,16,3,1,5,16,0,24
130,175,27,2,1,3,13,0,18
140,184,25,2,1,3,13,0,17
150,193,25,3,1,4,13,0,18
160,200,21,2,1,3,12,0,16
170,209,19,1,0,2,12,0,17
180,210,16,3,1,5,16,0,23
190,208,29,2,1,3,14,0,18
200,206,23,1,1,6,12,0,22
210,209,21,1,1,2,12,0,17
220,217,18,2,0,2,12,0,17
230,219,19,2,1,3,12,0,18
240,220,19,3,1,6,17,0,27
250,223,31,3,1,4,14,0,22
260,225,25,1,0,3,12,0,19
270,225,23,2,1,3,12,0,19
280,233,17,2,1,3,12,0,20
290,235,18,2,0,2,13,0,20
300,239,17,3,0,10,17,0,31
310,242,27,3,1,4,14,0,24
320,249,19,2,1,3,13,0,23
330,255,17,3,1,4,12,0,22
340,259,14,3,0,3,13,0,22
350,256,15,3,1,4,13,0,22
360,263,14,6,0,8,18,0,31
370,263,25,8,1,10,15,0,25
380,269,20,7,1,8,14,0,23
390,277,19,2,1,3,14,0,24
400,283,16,3,0,9,14,0,27
410,296,16,3,1,4,14,0,21
420,297,16,4,1,7,20,0,31
430,301,28,5,1,6,17,0,26
440,307,23,3,1,4,17,0,26
450,313,19,2,1,4,15,0,24
460,317,16,3,1,4,15,0,23
470,318,19,2,0,3,15,0,22
480,326,17,3,0,6,21,0,29
490,335,29,3,1,4,17,0,25
500,337,26,2,1,8,17,0,27
510,342,20,6,1,7,16,0,24
520,350,15,4,0,4,15,0,21
530,352,14,5,0,5,15,0,23
540,355,14,7,0,9,21,0,32
550,361,25,7,1,9,18,0,30
560,363,21,8,1,9,17,0,30
570,366,21,6,0,7,17,0,27
580,366,16,4,1,5,16,0,24
590,362,16,2,0,2,17,0,24
600,364,15,5,1,8,22,0,34
610,362,29,5,1,6,19,0,31
620,370,24,4,1,5,18,0,29
630,376,24,1,1,3,18,0,27
640,378,21,2,1,3,18,0,26
650,381,19,3,0,3,19,0,28
660,385,18,4,1,7,26,0,38
670,385,33,2,1,3,21,0,31
680,391,31,3,1,4,20,0,29
690,393,30,2,1,3,20,0,28
700,402,22,2,1,3,19,0,27
710,405,16,3,0,4,18,0,26
720,404,15,4,1,8,23,0,36
730,380,27,3,1,4,19,0,31
740,383,20,2,1,3,18,0,31
750,372,19,4,0,4,17,0,29
760,370,18,3,1,4,18,0,28
770,368,16,3,0,3,17,0,27
780,370,14,6,1,9,24,0,39
790,374,26,4,1,5,20,0,34
800,368,21,5,0,6,18,0,33
810,363,19,3,1,4,18,0,30
