sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,83,0,83,61,0,151
10,109,99,6,4,10,20,0,30
20,113,64,3,2,5,15,0,21
30,116,41,3,2,5,12,0,17
40,115,32,2,1,3,11,0,15
50,122,23,3,1,4,13,0,17
60,124,22,3,1,6,14,0,20
70,127,33,3,1,4,12,0,17
80,129,25,3,1,4,12,0,17
90,129,22,4,1,5,11,0,17
100,131,20,5,0,6,11,0,17
110,131,19,3,1,4,12,0,17
120,141,18,3,1,6,15,0,21
130,145,31,2,1,3,12,0,18
140,155,25,3,1,4,11,0,16
150,156,19,4,0,4,10,0,17
160,167,19,2,1,3,10,0,16
170,168,19,2,1,3,10,0,17
180,175,17,4,1,6,13,0,22
190,190,21,2,1,3,11,0,18
200,190,18,1,1,7,11,0,22
210,198,16,2,0,2,12,0,18
220,205,16,2,1,3,11,0,17
230,212,15,3,0,3,11,0,19
240,211,15,4,0,6,15,0,26
250,216,25,3,1,4,12,0,20
260,213,19,2,0,3,12,0,19
270,220,20,3,0,3,12,0,19
280,220,20,2,1,3,12,0,20
290,219,18,2,1,3,12,0,21
300,226,17,3,1,10,16,0,31
310,224,30,3,1,4,13,0,23
320,219,25,2,1,3,14,0,24
330,217,24,2,1,4,13,0,23
340,215,22,3,1,4,13,0,23
350,212,21,2,1,3,12,0,21
360,223,19,5,0,7,18,0,30
370,230,31,9,1,10,14,0,25
380,236,26,7,1,8,14,0,24
390,245,20,3,0,3,14,0,25
400,248,19,2,0,9,13,0,28
410,262,17,3,1,4,13,0,22
420,270,17,5,0,7,19,0,30
430,271,30,5,1,6,15,0,25
440,285,25,3,1,4,16,0,26
450,287,22,2,1,3,16,0,24
460,285,21,3,1,4,14,0,22
470,284,19,2,1,3,15,0,22
480,290,18,4,1,7,20,0,30
490,293,32,3,1,4,17,0,26
500,303,29,1,1,8,17,0,29
510,306,29,6,1,7,18,0,26
520,310,28,3,1,5,17,0,22
530,311,27,4,1,5,17,0,23
540,309,27,6,1,10,24,0,35
550,309,46,6,2,8,20,0,29
560,308,44,7,2,10,20,0,30
570,309,43,5,2,7,19,0,27
580,312,39,4,1,5,19,0,25
590,311,39,1,1,3,20,0,23
600,309,38,3,2,8,27,0,36
610,311,59,3,2,6,23,0,29
620,313,55,3,2,5,23,0,29
630,312,54,1,1,4,22,0,26
640,311,52,1,2,3,22,0,26
650,317,52,2,1,4,22,0,26
660,323,49,1,1,7,35,0,43
670,312,76,1,3,5,26,0,31
680,316,64,1,2,4,25,0,29
690,308,58,1,3,4,22,0,26
700,303,54,1,2,3,22,0,26
710,300,56,1,2,4,23,0,27
720,296,52,1,1,7,36,0,44
730,266,85,1,3,5,25,0,31
740,261,85,1,2,5,26,0,32
750,256,80,1,2,5,24,0,29
760,247,69,1,3,4,23,0,28
770,242,72,1,2,3,23,0,27
780,232,68,1,2,9,39,0,49
790,223,105,1,4,5,27,0,33
800,210,95,1,3,6,25,0,32
810,205,93,1,3,4,25,0,30
820,201,80,1,3,4,22,0,27
830,204,77,1,2,4,23,0,27
840,189,72,1,2,9,35,0,45
850,184,111,1,4,5,27,0,33
860,181,109,1,3,5,26,0,32
870,173,94,1,3,4,24,0,29
880,166,90,1,3,4,23,0,28
890,162,82,1,3,4,23,0,27
900,162,78,1,2,10,37,0,47
910,144,117,1,4,6,27,0,33
920,139,117,1,4,5,26,0,32
930,139,103,1,3,5,22,0,27
940,140,82,1,2,5,20,0,27
950,142,79,1,2,4,21,0,26
960,149,76,1,2,10,36,0,46
970,153,121,1,4,5,28,0,34
980,149,116,1,4,6,26,0,32
990,147,100,1,3,4,23,0,28
1000,148,78,4,3,7,19,0,27
1010,156,75,3,2,6,20,0,26
1020,154,73,1,2,9,33,0,43
1030,148,110,3,4,7,25,0,33
1040,148,105,3,4,7,23,0,31
1050,149,96,1,4,5,20,0,25
1060,149,70,4,2,7,18,0,26
1070,148,65,5,2,7,17,0,25
1080,151,61,3,2,10,30,0,43
1090,148,97,7,4,11,21,0,32
1100,147,81,6,3,12,20,0,33
1110,149,73,9,2,12,17,0,29
1120,150,57,9,2,12,15,0,28
1130,156,51,7,1,9,15,0,28
1140,160,48,6,1,12,25,0,42
1150,169,79,9,2,13,20,0,33
1160,175,74,11,3,14,19,0,34
1170,179,67,13,3,16,17,0,36
1180,188,50,12,2,14,16,0,32
1190,201,44,11,2,13,15,0,30
1200,204,41,9,1,19,26,0,48
1210,200,71,10,3,13,20,0,35
1220,189,66,11,2,14,18,0,33
1230,185,61,11,2,13,17,0,31
1240,190,42,6,1,7,16,0,27
1250,194,40,3,1,4,15,0,27
1260,194,41,5,1,10,27,0,44
1270,186,76,3,2,6,21,0,32
1280,199,68,3,2,5,20,0,32
1290,203,61,2,2,4,18,0,30
1300,208,49,2,1,8,18,0,35
1310,201,49,2,2,4,17,0,29
1320,191,49,4,1,10,31,0,49
1330,189,90,4,2,8,24,0,36
1340,180,81,4,2,6,22,0,33
1350,177,78,3,3,6,21,0,31
1360,163,62,4,2,6,19,0,31
1370,159,61,4,2,6,19,0,30
1380,144,60,4,1,11,34,0,51
1390,139,111,3,4,7,27,0,36
1400,132,96,1,3,8,24,0,33
1410,126,80,4,3,7,20,0,29
1420,126,65,4,2,6,18,0,28
1430,126,64,2,2,4,18,0,28
1440,124,59,5,2,13,32,0,50
1450,127,103,5,3,8,24,0,34
1460,130,85,5,3,8,21,0,32
1470,131,64,5,2,7,17,0,31
1480,123,56,2,2,5,16,0,32
1490,120,53,3,1,4,16,0,30
1500,124,53,3,2,15,30,0,55
1510,121,94,3,3,6,22,0,40
1520,122,80,7,3,10,19,0,40
1530,122,69,8,2,10,17,0,37
1540,119,55,8,2,10,16,0,35
1550,121,53,5,2,7,15,0,30
1560,117,51,6,2,13,29,0,51
1570,112,88,9,3,12,21,0,41
1580,108,79,10,2,13,19,0,39
1590,100,64,11,2,13,16,0,36
1600,100,55,4,2,11,15,0,35
1610,106,59,6,2,8,17,0,33
1620,110,61,5,1,13,32,0,54
1630,111,104,8,3,11,24,0,41
1640,108,93,9,3,12,22,0,40
1650,108,71,11,3,14,17,0,37
1660,103,59,7,3,10,17,0,38
1670,102,57,6,2,8,16,0,33
1680,102,55,7,2,14,30,0,53
1690,99,98,8,3,11,22,0,40
1700,95,85,6,3,14,20,0,39
1710,92,68,10,2,12,17,0,38
1720,93,55,10,1,12,16,0,37
1730,97,56,9,2,11,16,0,34
1740,104,57,9,1,16,29,0,53
1750,104,97,8,3,12,21,0,41
1760,106,82,10,2,12,20,0,40
1770,108,71,11,3,14,18,0,38
1780,104,63,9,2,11,17,0,37
1790,108,61,8,2,10,17,0,35
1800,109,58,3,1,15,31,0,53
1810,105,104,8,3,11,22,0,40
1820,107,85,10,3,13,20,0,37
1830,107,69,14,2,16,17,0,38
1840,104,56,12,2,14,16,0,33
1850,99,59,11,1,14,16,0,31
1860,102,58,9,1,17,30,0,48
1870,101,98,8,4,12,22,0,35
1880,104,85,8,3,11,21,0,33
1890,108,79,9,2,12,18,0,30
1900,109,63,5,2,12,18,0,31
1910,114,61,9,2,11,17,0,32
1920,118,61,7,2,16,31,0,47
1930,120,99,9,3,12,23,0,36
1940,123,84,8,3,11,21,0,33
1950,117,74,9,3,12,19,0,31
1960,115,63,10,2,12,17,0,30
1970,117,56,8,2,10,16,0,30
1980,111,55,9,1,16,30,0,48
1990,108,98,9,3,13,22,0,39
2000,109,75,6,2,13,19,0,37
2010,105,69,9,2,11,18,0,33
2020,99,59,10,1,11,16,0,33
2030,96,54,6,1,8,16,0,32
2040,102,53,15,1,22,29,0,53
2050,103,88,10,2,12,21,0,38
2060,101,79,11,2,13,20,0,36
2070,105,74,9,2,11,19,0,35
2080,97,67,9,2,11,17,0,33
2090,106,60,7,2,9,16,0,33
2100,107,54,5,2,17,29,0,49
2110,100,87,10,3,13,21,0,41
2120,103,68,10,3,14,17,0,36
2130,107,61,10,2,12,16,0,38
2140,105,50,8,2,10,15,0,35
2150,106,48,7,2,9,15,0,34
2160,103,47,10,1,16,26,0,51
2170,106,79,8,2,11,20,0,41
2180,109,70,12,2,14,18,0,39
2190,113,65,10,2,12,17,0,36
2200,109,52,5,1,11,15,0,36
2210,105,50,10,2,12,15,0,32
2220,110,56,11,2,18,28,0,47
2230,106,93,14,3,18,22,0,40
2240,111,76,14,3,17,18,0,36
2250,112,65,10,2,13,16,0,35
2260,110,57,10,2,12,16,0,35
2270,111,54,11,2,13,15,0,29
2280,112,52,11,2,18,28,0,46
2290,119,92,11,3,15,22,0,38
2300,116,77,10,2,17,20,0,37
2310,124,69,11,2,13,18,0,37
2320,125,63,9,2,11,18,0,34
2330,127,59,9,2,11,17,0,32
2340,124,62,10,2,17,30,0,49
2350,120,93,13,4,17,23,0,41
2360,121,86,12,3,16,21,0,37
2370,122,74,11,3,14,19,0,37
2380,121,68,11,2,13,19,0,37
2390,125,65,10,2,12,18,0,33
2400,129,66,8,2,19,30,0,52
2410,125,99,11,4,16,24,0,43
2420,125,95,11,3,14,22,0,40
2430,122,80,8,3,11,19,0,39
2440,119,68,8,2,10,18,0,36
2450,113,63,6,1,9,16,0,34
2460,103,64,9,2,15,28,0,51
2470,101,94,10,2,13,21,0,45
2480,99,85,9,2,12,20,0,43
2490,103,74,8,3,11,17,0,42
2500,105,61,4,1,10,16,0,39
2510,110,59,6,1,8,16,0,35
2520,115,58,10,1,16,27,0,52
2530,118,90,9,3,12,21,0,46
2540,121,74,7,2,9,19,0,44
2550,123,65,5,2,7,17,0,41
2560,126,57,7,2,9,15,0,35
2570,120,53,3,2,5,16,0,32
2580,125,53,8,2,14,25,0,46
2590,127,84,8,3,11,20,0,41
2600,122,79,3,2,12,19,0,44
2610,121,69,6,2,8,17,0,37
2620,123,60,5,2,8,16,0,35
2630,126,51,9,2,12,15,0,36
2640,133,52,11,2,16,24,0,46
2650,132,80,10,2,13,19,0,39
2660,128,75,7,2,9,19,0,39
2670,126,67,13,2,16,17,0,37
2680,121,55,18,2,20,15,0,36
2690,129,48,18,2,20,15,0,36
2700,131,50,22,2,27,22,0,50
2710,128,69,25,2,28,18,0,46
2720,131,70,22,3,25,18,0,44
2730,130,63,21,2,23,17,0,41
2740,128,58,18,2,21,17,0,38
2750,138,58,15,2,17,17,0,35
2760,136,61,18,2,23,24,0,48
2770,130,78,21,2,25,20,0,45
2780,128,74,20,2,22,19,0,42
2790,128,70,18,2,21,18,0,39
2800,124,59,17,2,20,16,0,36
2810,125,54,15,3,18,16,0,34
2820,132,56,17,1,22,23,0,46
2830,128,79,16,3,20,21,0,41
2840,116,79,14,3,17,20,0,37
2850,115,77,14,3,17,19,0,37
2860,117,59,16,2,19,17,0,36
2870,114,55,15,2,17,16,0,34
2880,115,56,16,2,21,24,0,46
