sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,4,1,5,141,0,197
10,92,121,1,4,5,24,0,30
20,90,72,2,2,4,15,0,20
30,101,51,2,2,4,13,0,17
40,101,41,2,1,3,11,0,15
50,100,32,4,1,5,12,0,18
60,111,31,3,1,7,18,0,25
70,115,41,1,1,4,13,0,17
80,119,30,4,1,5,11,0,17
90,130,30,1,1,2,11,0,16
100,126,29,4,1,6,12,0,19
110,121,30,3,1,4,11,0,16
120,130,28,3,1,7,19,0,27
130,134,41,2,1,3,13,0,18
140,143,33,1,1,2,13,0,16
150,153,29,1,1,2,11,0,17
160,158,26,1,1,2,11,0,16
170,165,25,2,1,3,10,0,16
180,169,24,1,0,5,17,0,24
190,179,37,2,1,3,13,0,19
200,185,28,1,1,6,13,0,22
210,194,26,1,1,3,11,0,18
220,197,24,1,1,2,12,0,18
230,203,25,1,1,2,12,0,18
240,206,24,2,1,5,19,0,29
250,204,37,2,1,3,14,0,21
260,199,33,2,2,4,14,0,21
270,199,36,4,1,5,14,0,20
280,204,35,1,1,2,16,0,21
290,200,35,1,1,3,14,0,21
300,202,35,1,1,9,23,0,34
310,198,51,1,2,3,18,0,23
320,198,47,1,2,3,17,0,24
330,199,49,1,2,3,17,0,22
340,208,48,1,1,4,16,0,22
350,200,51,1,2,3,17,0,21
360,202,47,1,2,7,27,0,36
370,202,71,1,2,4,22,0,26
380,213,61,1,2,4,19,0,24
390,215,54,1,2,3,18,0,25
400,222,51,1,2,8,18,0,27
410,229,46,1,2,3,18,0,22
420,236,43,1,1,7,26,0,35
430,240,69,2,2,4,21,0,26
440,243,53,3,1,6,18,0,25
450,248,46,2,2,4,17,0,24
460,249,45,1,2,3,18,0,23
470,253,41,1,2,3,17,0,22
480,256,39,2,2,8,26,0,35
490,250,65,2,2,4,21,0,27
500,258,53,1,2,7,19,0,27
510,262,46,2,1,5,17,0,23
520,259,45,3,2,5,20,0,26
530,266,45,1,2,3,19,0,24
540,258,40,3,1,8,29,0,39
550,259,67,4,3,7,22,0,29
560,258,59,4,2,7,20,0,27
570,267,52,4,2,6,19,0,26
580,265,50,3,2,5,18,0,25
590,267,44,1,2,3,18,0,23
600,257,46,1,1,8,31,0,42
610,256,80,2,2,6,24,0,30
620,255,62,4,2,6,20,0,29
630,256,57,3,2,6,19,0,26
640,256,53,2,1,4,19,0,26
650,248,50,6,2,8,17,0,25
660,245,45,5,1,12,31,0,43
670,244,78,2,3,5,23,0,30
680,241,72,3,2,6,22,0,29
690,247,66,3,3,6,21,0,28
700,249,61,2,2,5,20,0,26
710,243,57,4,2,6,19,0,26
720,249,58,3,1,10,33,0,44
730,242,89,1,3,5,25,0,31
740,232,85,2,3,5,24,0,31
750,231,73,4,3,7,21,0,28
760,231,68,2,2,5,22,0,28
770,226,64,4,2,6,20,0,27
780,217,64,2,2,10,36,0,47
790,207,99,2,4,6,26,0,33
800,199,82,3,3,6,24,0,31
810,194,74,4,2,8,22,0,31
820,183,64,4,3,7,21,0,28
830,179,66,3,3,6,21,0,28
840,179,60,3,1,11,35,0,47
850,180,95,4,3,8,25,0,33
860,181,82,5,3,8,22,0,31
870,182,70,6,3,9,20,0,30
880,175,63,4,3,7,20,0,27
890,178,57,3,2,5,20,0,26
900,171,56,3,2,12,34,0,47
910,157,95,3,3,6,26,0,33
920,153,82,2,3,5,25,0,31
930,149,69,4,2,6,23,0,30
940,146,72,2,2,5,22,0,27
950,140,67,2,2,4,21,0,26
960,132,63,3,2,10,34,0,44
970,139,99,3,3,7,26,0,34
980,132,90,4,3,7,24,0,32
990,139,80,2,3,6,22,0,29
1000,144,76,1,3,4,22,0,27
1010,145,70,1,3,4,21,0,25
1020,145,65,2,2,9,33,0,43
1030,142,100,2,4,6,26,0,33
1040,143,94,1,3,6,23,0,29
1050,148,72,5,2,7,21,0,29
1060,129,69,4,3,7,20,0,28
1070,137,67,1,2,4,20,0,25
1080,135,62,6,1,12,31,0,44
1090,132,87,3,3,6,23,0,30
1100,128,84,4,3,8,22,0,31
1110,126,69,8,3,11,19,0,31
1120,121,70,7,3,10,19,0,30
1130,122,63,4,2,7,18,0,25
1140,127,54,7,2,14,31,0,46
1150,124,95,4,4,8,25,0,33
1160,120,83,7,3,10,22,0,32
1170,126,71,12,3,16,19,0,36
1180,129,71,12,2,14,20,0,35
1190,131,67,8,2,10,19,0,30
1200,135,60,7,1,16,33,0,49
1210,129,100,7,4,11,24,0,36
1220,126,82,8,2,11,23,0,35
1230,122,76,11,2,14,20,0,34
1240,128,67,6,2,9,19,0,29
1250,129,60,6,2,8,19,0,28
1260,130,60,3,2,11,34,0,46
1270,128,102,5,4,9,24,0,34
1280,130,87,6,3,9,22,0,32
1290,132,71,5,2,8,20,0,31
1300,132,64,2,2,8,19,0,31
1310,128,61,4,2,6,18,0,29
1320,135,58,1,2,9,34,0,49
1330,142,97,2,3,5,23,0,36
1340,143,81,2,3,5,20,0,31
1350,145,69,2,2,4,19,0,30
1360,153,65,2,2,4,18,0,31
1370,149,61,2,2,4,18,0,30
1380,149,62,1,2,10,34,0,52
1390,144,105,2,3,6,25,0,35
1400,151,91,2,2,7,22,0,34
1410,153,71,2,2,5,20,0,30
1420,163,68,2,3,5,20,0,29
1430,164,63,3,2,5,19,0,28
1440,165,64,2,2,11,36,0,52
1450,168,113,1,4,6,26,0,34
1460,168,96,2,3,5,24,0,32
1470,175,81,1,3,5,21,0,31
1480,169,70,2,2,4,20,0,31
1490,176,68,1,2,4,20,0,30
