sep=,
Turn,Food,Livings,MPI,Think,Tick,Render,Delay,Overall
0,0,0,58,0,62,55,0,130
10,93,92,9,3,12,20,0,33
20,96,65,1,2,3,16,0,20
30,101,47,2,2,4,12,0,17
40,95,34,3,1,5,10,0,15
50,102,29,1,1,3,13,0,17
60,102,26,1,1,4,16,0,20
70,117,37,3,1,4,12,0,17
80,122,32,2,1,3,11,0,15
90,124,27,4,1,5,11,0,17
100,130,27,1,1,7,11,0,19
110,142,24,1,1,2,14,0,17
120,147,23,1,0,4,16,0,22
130,146,39,3,1,4,13,0,18
140,152,32,1,2,3,13,0,16
150,163,30,3,1,4,13,0,18
160,173,28,2,1,3,13,0,16
170,172,31,1,1,2,14,0,17
180,176,27,1,0,5,18,0,23
190,176,42,1,2,3,15,0,19
200,185,37,1,1,7,15,0,22
210,193,34,1,1,2,16,0,19
220,198,32,1,1,3,15,0,18
230,204,29,1,2,3,15,0,19
240,217,26,1,1,5,21,0,26
250,223,42,1,2,4,18,0,22
260,232,37,1,1,3,17,0,20
270,240,35,1,1,2,17,0,20
280,245,35,1,1,2,17,0,20
290,245,37,1,1,2,17,0,20
300,251,34,1,1,9,22,0,32
310,255,52,1,2,3,20,0,23
320,260,52,1,1,3,20,0,23
330,261,46,0,1,3,19,0,22
340,263,45,1,1,3,18,0,22
350,269,44,1,1,3,18,0,24
360,264,43,0,2,5,25,0,30
370,270,65,2,2,4,21,0,26
380,269,56,1,2,4,20,0,25
390,265,54,1,2,3,20,0,24
400,265,50,1,1,8,19,0,27
410,260,45,1,1,3,19,0,22
420,258,46,1,1,6,26,0,32
430,261,66,1,3,4,22,0,27
440,270,60,1,2,3,21,0,25
450,266,56,1,2,4,19,0,23
460,269,52,1,1,4,18,0,22
470,275,46,1,1,3,19,0,22
480,273,46,1,1,7,27,0,34
490,265,71,1,3,4,21,0,26
500,263,60,1,2,8,20,0,28
510,262,53,3,1,5,19,0,24
520,262,48,1,2,3,19,0,23
530,264,47,2,1,4,18,0,23
540,271,48,2,1,7,26,0,33
550,269,71,5,3,8,22,0,31
560,272,51,8,2,10,18,0,28
570,275,43,7,1,8,17,0,26
580,277,40,5,1,7,17,0,24
590,279,35,4,1,5,17,0,23
600,280,34,5,1,14,25,0,40
610,278,56,7,2,9,20,0,30
620,279,44,8,2,10,18,0,28
630,284,41,7,1,9,17,0,26
640,285,39,7,2,9,17,0,26
650,290,39,6,1,8,18,0,26
660,288,42,4,2,10,27,0,38
670,283,67,5,2,7,22,0,30
680,285,55,7,2,9,20,0,29
690,275,53,5,2,7,20,0,28
700,279,50,1,1,7,19,0,27
710,277,46,5,2,7,18,0,25
720,282,41,5,1,11,29,0,40
730,271,65,9,2,12,21,0,33
740,254,53,10,1,13,19,0,32
750,256,52,10,2,12,18,0,31
760,260,47,9,2,11,17,0,29
770,252,42,7,2,9,17,0,27
780,260,41,8,1,14,28,0,42
790,255,69,11,3,14,21,0,36
800,261,61,4,2,11,20,0,32
810,260,55,9,3,12,19,0,31
820,260,49,6,2,9,19,0,28
830,264,48,9,1,11,18,0,29
840,263,44,7,2,13,27,0,40
850,260,65,10,2,12,21,0,34
860,266,54,10,1,13,19,0,32
870,275,49,8,1,10,19,0,30
880,266,46,8,1,9,18,0,28
890,267,44,7,2,9,18,0,28
900,267,45,1,2,12,29,0,42
910,273,71,11,2,14,21,0,35
920,268,53,11,2,13,19,0,33
930,266,50,7,2,9,18,0,28
940,267,48,7,2,9,18,0,29
950,265,45,8,1,10,17,0,27
960,270,46,3,2,9,28,0,37
970,257,71,8,2,10,22,0,33
980,250,62,10,3,13,20,0,34
990,245,60,7,2,9,20,0,30
1000,250,58,1,1,7,19,0,27
1010,257,49,10,2,12,18,0,30
1020,253,49,4,1,10,28,0,38
1030,245,75,7,2,10,21,0,31
1040,238,62,9,2,12,20,0,32
1050,236,60,6,2,9,19,0,28
1060,239,51,6,1,9,17,0,26
1070,231,44,3,2,5,16,0,22
1080,232,44,5,1,11,28,0,41
1090,225,74,7,3,10,21,0,32
1100,217,62,5,2,12,20,0,32
1110,219,58,8,2,10,19,0,30
1120,220,56,8,2,10,18,0,29
1130,222,51,7,2,9,17,0,26
1140,223,50,2,2,9,30,0,39
1150,218,80,7,3,11,22,0,33
1160,209,66,10,2,13,20,0,33
1170,202,66,13,2,15,20,0,36
1180,200,65,11,3,14,19,0,34
1190,197,57,11,2,13,18,0,32
1200,196,53,4,1,16,31,0,47
1210,191,83,7,3,12,22,0,34
1220,190,69,12,2,15,19,0,34
1230,195,62,11,2,14,18,0,32
1240,201,58,6,3,9,18,0,27
1250,205,51,6,2,9,17,0,27
1260,202,50,7,1,13,27,0,40
1270,205,73,10,2,13,21,0,34
1280,202,61,9,2,12,19,0,31
1290,205,56,11,2,13,19,0,33
1300,213,53,5,2,12,18,0,30
1310,213,51,8,2,10,18,0,29
1320,210,53,9,1,15,28,0,43
1330,207,78,9,3,12,22,0,35
1340,210,69,9,2,12,20,0,32
1350,210,66,9,2,11,20,0,32
1360,203,56,10,2,12,19,0,31
1370,196,50,10,1,12,18,0,30
1380,188,50,9,1,15,29,0,44
1390,179,78,10,3,13,22,0,35
1400,172,73,4,2,11,22,0,34
1410,172,67,6,3,9,20,0,30
1420,164,65,6,3,9,20,0,29
1430,160,62,8,2,10,19,0,30
1440,152,64,5,2,14,32,0,47
1450,144,97,8,4,12,24,0,37
1460,141,84,7,2,11,22,0,33
1470,140,78,9,3,12,20,0,33
1480,143,75,10,2,13,20,0,33
1490,149,71,8,2,11,20,0,31
1500,145,66,4,2,16,33,0,50
1510,148,101,12,4,16,25,0,41
1520,139,87,12,2,15,21,0,39
1530,144,72,12,2,15,20,0,36
1540,149,70,11,3,14,20,0,34
1550,150,66,9,2,11,19,0,31
1560,152,66,10,2,18,33,0,51
1570,146,94,13,4,17,23,0,41
1580,142,73,15,2,18,19,0,37
1590,146,62,14,2,16,19,0,36
1600,140,64,9,2,15,18,0,34
1610,145,59,11,2,13,18,0,32
1620,148,60,12,2,19,31,0,51
1630,146,90,15,3,18,22,0,41
1640,149,75,15,3,18,20,0,38
1650,141,68,15,3,18,19,0,38
1660,139,67,14,2,17,19,0,37
1670,142,62,11,2,14,18,0,33
1680,146,59,16,2,22,27,0,51
1690,147,82,18,3,21,22,0,44
1700,148,63,14,2,21,18,0,40
1710,150,56,19,2,22,18,0,40
1720,146,54,17,2,19,18,0,37
1730,153,52,15,3,18,17,0,36
1740,154,51,16,2,22,26,0,49
1750,148,76,18,3,21,21,0,43
1760,140,64,18,3,21,18,0,39
1770,138,59,18,2,20,18,0,39
1780,135,57,18,2,20,17,0,38
1790,144,55,15,2,17,17,0,35
1800,146,52,11,2,22,26,0,49
1810,150,80,17,2,20,20,0,40
1820,156,60,17,2,19,18,0,38
1830,165,51,17,2,19,16,0,36
1840,163,48,16,1,18,16,0,34
1850,159,43,15,2,17,15,0,33
1860,165,42,14,1,19,24,0,44
1870,166,64,14,2,17,17,0,34
1880,166,54,14,2,17,16,0,33
1890,168,50,13,2,15,15,0,31
1900,168,45,8,1,14,15,0,30
1910,171,41,12,2,15,13,0,29
1920,179,40,14,1,18,22,0,41
1930,178,58,14,2,17,17,0,35
1940,179,54,13,2,15,16,0,33
1950,181,51,13,2,15,16,0,32
1960,181,49,13,2,15,15,0,31
1970,190,40,14,1,15,15,0,31
1980,189,38,15,2,20,23,0,44
1990,187,61,17,2,19,17,0,37
2000,192,56,11,2,17,17,0,35
2010,194,53,15,2,17,17,0,35
2020,199,47,14,2,16,17,0,33
2030,199,39,14,1,15,15,0,31
2040,198,35,19,1,23,23,0,47
2050,192,55,17,2,20,17,0,37
2060,194,49,15,2,17,17,0,36
2070,184,45,17,1,19,16,0,35
2080,185,43,15,2,17,17,0,35
2090,191,38,14,2,16,16,0,34
2100,193,36,12,1,21,26,0,47
2110,193,64,15,2,17,20,0,38
2120,189,59,14,3,17,20,0,37
2130,181,60,13,2,16,19,0,35
2140,178,56,14,2,16,19,0,36
2150,177,52,12,2,14,18,0,32
2160,176,42,17,1,21,25,0,47
2170,169,59,19,3,22,19,0,41
2180,166,54,17,2,19,19,0,39
2190,153,57,15,3,18,19,0,37
2200,157,51,11,2,18,18,0,36
2210,155,48,13,2,15,16,0,31
2220,147,43,16,2,22,24,0,46
2230,145,63,18,3,21,18,0,40
2240,151,59,16,2,18,18,0,37
2250,152,62,13,2,16,20,0,36
2260,142,60,14,2,16,18,0,35
2270,143,55,11,2,13,17,0,31
2280,140,51,15,1,20,25,0,45
2290,140,69,16,2,18,20,0,39
2300,140,62,11,1,18,18,0,37
